Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42.0,0,Travel_Rarely,603,Research & Development,7,4,Medical,1292,2.0,Female,78,4,2,Research Scientist,2.0,Married,4960.0,5628,6,Yes,16,3,4,0,18,2.0,3.0,1.0,0,0,0
36.0,0,Travel_Rarely,531,Sales,4,4,Marketing,1293,4.0,Female,56,2,3,Sales Executive,4.0,Single,10231.0,20364,3,No,14,3,4,0,23,3.0,4.0,21.0,7,15,17
36.0,0, Travel_Rarely,429,Research & Development,2,4,Life Sciences,1294,3.0,Female,53,3,2,Manufacturing Director,2.0,Single,4960.0,2323,9,Yes,11,3,4,0,18,2.0,3.0,16.0,14,5,12
44.0,1,Travel_Rarely,621,Research & Development,15,3,Medical,1295,1.0,Female,73,3,3,Healthcare Representative,4.0,Married,7978.0,14075,1,No,11,3,4,1,10,2.0,3.0,10.0,7,0,5
28.0,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1296,4.0,Male,52,2,1,Laboratory Technician,4.0,Married,3867.0,14222,1,Yes,12,3,2,1,2,2.0,3.0,2.0,2,2,2
51.0,0,Travel_Frequently,968,Research & Development,6,2,Medical,1297,2.0,Female,40,2,1,Laboratory Technician,3.0,Single,-5000.0,4257,0,No,14,3,2,0,8,6.0,2.0,7.0,0,7,7
36.0,0,Non-Travel,879,Research & Development,9,2,Medical,1298,3.0,Female,72,3,2,Manufacturing Director,3.0,Single,4695.0,12858,7,Yes,18,3,3,0,10,3.0,3.0,8.0,4,1,7
29.0,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1299,2.0,Female,39,3,1,Laboratory Technician,3.0,Divorced,3339.0,17285,3,Yes,13,3,1,2,10,2.0,3.0,7.0,7,7,7
28.0,0,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1301,4.0,Male,84,3,1,Research Scientist,1.0,Single,2080.0,4732,2,No,11,3,2,0,5,2.0,2.0,3.0,2,1,2
25.0,0,Travel_Rarely,266,Research & Development,1,3,Medical,1303,4.0,Female,40,3,1,Research Scientist,2.0,Single,4960.0,18830,1,No,18,3,4,0,2,3.0,2.0,2.0,2,2,1
32.0,0,Travel_Rarely,604,Sales,8,3,Medical,1304,3.0,Male,56,4,2,Sales Executive,4.0,Married,4960.0,11693,1,No,15,3,3,2,10,4.0,4.0,10.0,7,0,8
45.0,0,Travel_Frequently,364,Research & Development,25,3,Medical,1306,2.0,Female,83,3,5,Manager,2.0,Single,18061.0,13035,3,No,22,4,3,0,22,4.0,3.0,0.0,0,0,0
39.0,0,Travel_Rarely,412,Research & Development,13,4,Medical,1307,3.0,Female,94,2,4,Manager,2.0,Divorced,4960.0,17334,6,Yes,13,3,4,2,21,4.0,3.0,19.0,9,15,2
58.0,0,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1308,1.0,Male,88,3,1,Research Scientist,3.0,Divorced,2372.0,26076,1,No,12,3,4,2,2,3.0,3.0,2.0,2,2,2
32.0,1,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1309,4.0,Male,79,3,2,Laboratory Technician,3.0,Married,4883.0,22845,1,No,18,3,1,1,10,3.0,3.0,5.0,4,1,1
39.0,1,Travel_Rarely,360,Research & Development,23,3,Medical,1310,3.0,Male,93,3,1,Research Scientist,1.0,Single,3904.0,22154,0,No,13,3,1,0,6,2.0,3.0,5.0,2,0,3
30.0,0,Travel_Rarely,1138,research & development,6,3,Technical Degree,1311,3.0,Female,48,2,2,Laboratory Technician,4.0,Married,4627.0,23631,0,No,12,3,1,1,10,6.0,3.0,9.0,2,6,7
36.0,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1312,4.0,Female,63,3,3,Healthcare Representative,3.0,Married,7094.0,5747,3,No,12,3,1,0,10,0.0,3.0,7.0,7,1,7
46.0,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1314,4.0,Female,44,3,1,Human Resources,1.0,Single,3423.0,22957,6,No,12,3,3,0,10,3.0,4.0,7.0,6,5,7
36.0,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1315,3.0,Female,55,1,2,Laboratory Technician,4.0,Married,6674.0,16392,0,No,11,3,1,3,10,6.0,3.0,9.0,8,7,5
50.0,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1317,4.0,Female,43,3,4,Research Director,1.0,Married,4960.0,22422,4,Yes,11,3,2,0,25,2.0,3.0,3.0,2,1,2
40.0,1,Travel_Rarely,299,Sales,25,4,Marketing,1318,4.0,Male,57,2,3,Sales Executive,2.0,Single,9094.0,17235,2,Yes,12,3,3,0,9,2.0,3.0,5.0,4,1,0
52.0,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,1319,2.0,Male,64,3,3,Sales Executive,3.0,Single,4960.0,21534,9,Yes,19,3,3,0,10,2.0,2.0,8.0,7,7,7
30.0,0,Travel_Rarely,634,Research & Development,17,4,Medical,1321,2.0,Female,95,3,3,Manager,3.0,Married,11916.0,25927,1,Yes,23,4,4,2,9,2.0,3.0,5.0,1,0,8
39.0,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1322,3.0,Male,32,3,2,Manufacturing Director,3.0,Single,4534.0,13352,0,No,11,3,1,0,9,6.0,3.0,8.0,7,1,7
31.0,0,Non-Travel,587,Sales,2,4,Life Sciences,1324,4.0,Female,57,3,3,Sales Executive,3.0,Divorced,9852.0,8935,1,Yes,19,3,1,1,10,3.0,2.0,10.0,8,9,6
41.0,0,Non-Travel,256,Sales,10,2,Medical,1329,3.0,Male,40,1,2,Sales Executive,2.0,Single,6151.0,22074,1,No,13,3,1,0,19,4.0,3.0,5.0,2,11,9
31.0,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1331,4.0,Female,54,3,1,Sales Representative,3.0,Single,2302.0,8319,1,Yes,11,3,1,0,3,2.0,4.0,3.0,2,2,2
44.0,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1333,1.0,Male,89,3,1,Laboratory Technician,1.0,Married,2362.0,14669,4,No,12,3,3,0,10,4.0,4.0,3.0,2,1,2
42.0,0,Non-Travel,495,Research & Development,2,1,Life Sciences,1334,3.0,Male,37,3,4,Manager,3.0,Married,17861.0,26582,0,Yes,13,3,4,0,21,3.0,2.0,20.0,8,2,10
55.0,0,Travel_Rarely,282,Research & Development,2,2,Medical,1336,4.0,Female,58,1,5,Manager,3.0,Married,19187.0,6992,4,No,14,3,4,1,23,5.0,3.0,19.0,9,9,11
56.0,0,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1338,4.0,Male,99,3,5,Manager,2.0,Single,19717.0,4022,6,No,14,3,1,0,36,4.0,3.0,7.0,3,7,7
36.0,0,Non-Travel,458,Research & Development,16,2,Life Sciences,1340,3.0,Male,74,3,1,Research Scientist,3.0,Divorced,3544.0,8532,9,No,16,3,2,1,6,0.0,3.0,4.0,2,0,0
34.0,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1344,4.0,Male,86,3,3,Healthcare Representative,4.0,Divorced,8500.0,5494,0,No,11,3,4,1,10,0.0,2.0,9.0,7,1,6
40.0,0,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1346,3.0,Male,98,3,2,Research Scientist,4.0,Single,4661.0,22455,1,No,13,3,3,0,9,4.0,3.0,9.0,8,8,8
41.0,0,Travel_Frequently,1018,Sales,1,3,Marketing,1349,3.0,Female,66,3,2,Sales Executive,1.0,Divorced,4103.0,4297,0,No,17,3,4,1,10,2.0,3.0,9.0,3,1,7
35.0,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1350,3.0,Male,87,3,2,Research Scientist,3.0,Single,4249.0,2690,1,Yes,11,3,2,0,9,3.0,3.0,9.0,6,1,1
51.0,0,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1352,3.0,Male,84,3,4,Manager,2.0,Divorced,14026.0,17588,1,Yes,11,3,2,1,33,3.0,3.0,33.0,9,0,10
36.0,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1355,2.0,Female,31,3,2,Sales Executive,1.0,Divorced,6893.0,19461,3,No,15,3,4,1,11,3.0,3.0,7.0,7,1,7
34.0,0,Travel_Rarely,507,Sales,15,2,Medical,1356,3.0,Female,66,3,2,Sales Executive,3.0,Single,6125.0,23553,1,No,12,3,4,0,10,6.0,4.0,10.0,8,9,6
25.0,0,Travel_Rarely,882,Research & Development,19,1,Medical,1358,4.0,Male,67,3,1,Laboratory Technician,4.0,Married,3669.0,9075,3,No,11,3,3,3,7,6.0,2.0,3.0,2,1,2
120.0,1,Travel_Rarely,601,Research & Development,7,4,Medical,1360,3.0,Female,53,2,3,Manufacturing Director,1.0,Married,10008.0,12023,7,Yes,14,3,4,0,31,0.0,3.0,10.0,9,5,9
40.0,0,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1361,3.0,Male,88,3,1,Laboratory Technician,2.0,Married,2387.0,6762,3,No,22,4,3,1,7,3.0,3.0,4.0,2,0,3
36.0,0,Travel_Frequently,607,Sales,7,3,Marketing,1362,1.0,Female,83,4,2,Sales Executive,1.0,Married,4639.0,2261,2,No,16,3,4,1,17,2.0,2.0,15.0,7,6,13
48.0,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1363,4.0,Male,54,3,3,Manufacturing Director,4.0,Single,7898.0,18706,1,No,11,3,3,0,11,2.0,3.0,10.0,9,0,8
27.0,0,Travel_Rarely,1291,Sales,11,3,Medical,1364,3.0,Female,98,4,1,Sales Representative,4.0,Married,2534.0,6527,8,No,14,3,2,1,5,4.0,3.0,1.0,0,0,0
51.0,0,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1367,4.0,Female,82,2,4,Manufacturing Director,2.0,Single,13142.0,24439,3,No,16,3,2,0,29,1.0,2.0,5.0,2,0,3
18.0,0,Non-Travel,1124,Research & Development,1,3,Life Sciences,1368,4.0,Female,97,3,1,Laboratory Technician,4.0,Single,1611.0,19305,1,No,15,3,3,0,0,5.0,4.0,0.0,0,0,0
35.0,0,Travel_Rarely,817,Research & Development,1,3,Medical,1369,4.0,Female,60,2,2,Laboratory Technician,4.0,Married,4960.0,10846,0,No,12,3,2,1,10,0.0,3.0,9.0,7,0,0
27.0,0,Travel_Frequently,793,Sales,2,1,Life Sciences,1371,4.0,Male,43,1,2,Sales Executive,4.0,Single,5071.0,20392,3,No,20,4,2,0,8,3.0,3.0,6.0,2,0,0
55.0,1,Travel_Rarely,267,Sales,13,4,Marketing,1372,1.0,Male,85,4,4,Sales Executive,3.0,Single,13695.0,9277,6,Yes,17,3,3,0,24,2.0,2.0,19.0,7,3,8
36.0,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1373,4.0,Male,68,3,4,Manufacturing Director,2.0,Married,13402.0,18235,4,Yes,12,3,1,1,33,0.0,3.0,19.0,16,15,9
34.0,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1374,1.0,Female,92,2,1,Research Scientist,3.0,Divorced,2029.0,15891,1,No,20,4,3,3,5,2.0,3.0,5.0,4,0,0
40.0,0,Travel_Rarely,1202,Research & Development,2,1,Medical,1375,2.0,Female,89,4,2,HEALTHCARE REPRESENTATIVE,3.0,Divorced,6377.0,13888,5,No,20,4,2,3,15,0.0,3.0,12.0,11,11,8
34.0,0,Travel_Rarely,285,Research & Development,29,3,Medical,1377,2.0,Male,86,3,2,Laboratory Technician,3.0,Married,5429.0,17491,4,No,13,3,1,2,10,1.0,3.0,8.0,7,7,7
36.0,1, Travel_Frequently,703,Sales,2,3,Life Sciences,1379,3.0,Female,90,2,1,Sales Representative,4.0,Single,2785.0,11882,7,No,14,3,3,0,3,3.0,4.0,1.0,0,0,0
35.0,1,Travel_Frequently,662,Sales,18,4,Marketing,1380,3.0,Female,67,3,2,Sales Executive,3.0,Married,4614.0,23288,0,Yes,18,3,3,1,5,0.0,2.0,4.0,2,3,2
38.0,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1382,4.0,Male,57,4,1,Research Scientist,3.0,Divorced,2610.0,15748,1,No,11,3,4,3,4,2.0,3.0,4.0,2,0,3
34.0,0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1383,3.0,Female,98,3,2,Healthcare Representative,4.0,Single,6687.0,6163,1,No,11,3,4,0,14,2.0,4.0,14.0,11,4,11
28.0,0,Travel_Rarely,736,Sales,26,3,Life Sciences,1387,3.0,Male,48,2,2,Sales Executive,1.0,Married,4724.0,24232,1,No,11,3,3,1,5,0.0,3.0,5.0,3,0,4
31.0,1,Travel_Rarely,330,Research & Development,22,4,Medical,1389,4.0,Male,98,3,2,Manufacturing Director,3.0,Married,6179.0,21057,1,Yes,15,3,4,2,10,3.0,2.0,10.0,2,6,7
39.0,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1390,1.0,Male,44,2,2,Sales Executive,4.0,Married,6120.0,3567,3,Yes,12,3,4,2,8,2.0,4.0,5.0,4,1,4
51.0,0,Travel_Frequently,541,Sales,2,3,Marketing,1391,2.0,Male,52,3,3,Sales Executive,2.0,Married,10596.0,15395,2,No,11,3,2,0,14,5.0,3.0,4.0,2,3,2
36.0,0,Travel_Frequently,1200,Research & Development,-20,3,Life Sciences,1392,4.0,Female,75,3,2,Research Scientist,4.0,Divorced,5467.0,13953,3,Yes,14,3,1,2,12,4.0,2.0,6.0,2,3,3
37.0,0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1394,3.0,Male,54,3,1,Research Scientist,3.0,Married,2996.0,5182,7,Yes,15,3,4,0,8,2.0,3.0,6.0,4,1,3
33.0,0,Travel_Frequently,1111,Sales,5,1,Life Sciences,1395,2.0,Male,61,3,2,Sales Executive,4.0,Married,9998.0,19293,6,No,13,3,1,0,8,2.0,4.0,5.0,4,1,2
32.0,0,Travel_Rarely,499,Sales,2,1,Marketing,1396,3.0,Male,36,3,2,Sales Executive,3.0,Married,4078.0,20497,0,Yes,13,3,1,3,4,3.0,3.0,3.0,2,1,2
39.0,0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1397,3.0,Male,71,3,3,Healthcare Representative,3.0,Married,10920.0,3449,3,No,21,4,2,1,13,2.0,3.0,6.0,4,0,5
36.0,0, Travel_Rarely,1372,Sales,18,1,Life Sciences,1399,1.0,Male,93,4,2,Sales Executive,3.0,Married,4960.0,12477,2,No,11,3,2,0,6,3.0,2.0,3.0,2,1,2
52.0,0,Travel_Frequently,322,Research & Development,28,2,Medical,1401,3.0,Female,59,4,4,Manufacturing Director,3.0,Married,13247.0,9731,2,Yes,11,3,2,1,24,3.0,2.0,5.0,3,0,2
43.0,0,Travel_Rarely,930,Research & Development,6,3,Medical,1402,1.0,Female,73,2,2,Research Scientist,3.0,Single,4081.0,20003,1,Yes,14,3,1,0,20,3.0,1.0,20.0,7,1,8
27.0,0,Travel_Rarely,205,Sales,10,3,Marketing,1403,4.0,Female,98,2,2,Sales Executive,4.0,Married,5769.0,7100,1,Yes,11,3,4,0,6,3.0,3.0,6.0,2,4,4
0.0,1,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1405,4.0,Female,51,3,1,Research Scientist,3.0,Single,2394.0,25681,1,Yes,13,3,4,0,8,2.0,3.0,8.0,2,7,7
26.0,0,Travel_Rarely,683,Research & Development,2,1,Medical,1407,1.0,Male,36,2,1,Research Scientist,4.0,Single,3904.0,4050,0,No,12,3,4,0,5,2.0,3.0,4.0,3,1,1
42.0,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1408,3.0,Female,31,3,4,Manager,1.0,Married,16799.0,16616,0,No,14,3,3,1,21,5.0,3.0,5.0,7,0,9
36.0,0,Travel_Rarely,258,Research & Development,8,4,Other,1409,3.0,Female,54,3,1,Laboratory Technician,1.0,Married,2950.0,17363,9,No,13,3,3,0,12,3.0,1.0,5.0,4,0,4
37.0,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1411,1.0,Female,94,3,1,Laboratory Technician,3.0,Single,3629.0,19106,4,No,18,3,1,0,8,6.0,3.0,3.0,2,0,2
35.0,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1412,3.0,Male,60,3,3,manufacturing director,4.0,Single,9362.0,19944,2,No,11,3,3,0,10,2.0,3.0,2.0,2,2,2
25.0,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1415,1.0,Male,81,3,1,Laboratory Technician,4.0,Married,3229.0,4910,4,No,11,3,2,1,7,2.0,2.0,3.0,2,0,2
26.0,0,Travel_Rarely,652,Research & Development,7,3,Other,1417,3.0,Male,100,4,1,Laboratory Technician,1.0,Single,3578.0,23577,0,No,12,3,4,0,8,2.0,3.0,7.0,7,0,7
29.0,0,Travel_Rarely,332,Human Resources,17,3,Other,1419,2.0,Male,51,2,3,Human Resources,1.0,Single,4960.0,9769,1,No,13,3,1,0,10,3.0,2.0,10.0,9,0,9
49.0,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1420,3.0,Male,97,2,2,Laboratory Technician,1.0,Single,4284.0,22710,3,No,20,4,1,0,20,2.0,3.0,4.0,3,1,3
29.0,1,Travel_Frequently,337,Research & Development,14,1,Other,1421,3.0,Female,84,3,3,Healthcare Representative,4.0,Single,7553.0,22930,0,Yes,12,3,1,0,9,1.0,3.0,8.0,7,7,7
54.0,0,Travel_Rarely,971,Research & Development,1,3,Medical,1422,4.0,Female,54,3,4,Research Director,4.0,Other,17328.0,5652,6,No,19,3,4,0,29,3.0,2.0,20.0,7,12,7
58.0,0,Travel_Rarely,1055,Research & Development,1,3,Medical,1423,4.0,Female,76,3,5,Research Director,1.0,Married,19701.0,22456,3,Yes,21,4,3,1,32,3.0,3.0,9.0,8,1,5
55.0,0,Travel_Rarely,1136,Research & Development,1,4,Medical,1424,2.0,Male,81,4,4,Research Director,4.0,Divorced,14732.0,12414,2,No,13,3,4,2,31,4.0,4.0,7.0,7,0,0
36.0,0,Travel_Rarely,1174,Sales,3,4,Marketing,1425,1.0,Female,99,3,2,Sales Executive,2.0,Single,9278.0,20763,3,Yes,16,3,4,0,15,3.0,3.0,5.0,4,0,1
31.0,1,Travel_Frequently,667,Sales,1,4,Life Sciences,1427,2.0,Female,50,1,1,Sales Representative,3.0,Single,1359.0,16154,1,No,12,3,2,0,1,3.0,3.0,5.0,0,0,0
30.0,0,Travel_Rarely,855,Sales,7,4,Marketing,1428,4.0,Female,73,3,2,Sales Executive,1.0,Divorced,4779.0,12761,7,No,14,3,2,2,8,3.0,3.0,5.0,2,0,2
31.0,0,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1430,1.0,Female,93,3,4,Research Director,2.0,Single,16422.0,8847,3,No,11,3,3,0,9,3.0,4.0,3.0,2,1,0
34.0,0,Travel_Frequently,560,Research & Development,1,4,Other,1431,4.0,Male,91,3,1,Research Scientist,1.0,Divorced,2996.0,20284,5,No,14,3,3,2,10,3.0,3.0,5.0,3,1,3
36.0,1,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1433,1.0,Female,34,2,1,Research Scientist,2.0,Single,1261.0,22262,1,No,12,3,3,0,1,3.0,4.0,1.0,0,0,0
27.0,0,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1434,2.0,Male,91,3,1,Laboratory Technician,3.0,Married,2099.0,7679,0,No,14,3,2,0,6,3.0,4.0,5.0,0,1,4
36.0,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1435,1.0,Male,37,2,2,Laboratory Technician,4.0,Single,5810.0,22604,1,No,16,3,3,0,10,2.0,2.0,10.0,4,1,8
36.0,0,Travel_Rarely,329,Sales,16,4,Marketing,1436,3.0,Female,98,2,2,Sales Executive,3.0,Married,5647.0,13494,4,No,13,3,1,2,11,3.0,2.0,3.0,2,0,2
47.0,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1438,1.0,Male,74,3,1,Research Scientist,4.0,Married,3420.0,10205,7,No,12,3,3,1,17,2.0,2.0,5.0,5,1,2
25.0,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1439,1.0,Male,68,2,1,Sales Representative,1.0,Married,4400.0,15182,3,No,12,3,1,0,6,2.0,3.0,3.0,2,2,2
37.0,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1440,3.0,Male,84,4,1,Laboratory Technician,3.0,Single,3500.0,25470,0,No,14,3,1,0,7,2.0,1.0,5.0,5,1,3
56.0,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1441,1.0,Female,90,3,1,Research Scientist,1.0,Married,999999.0,10494,2,No,22,4,4,1,5,3.0,4.0,3.0,2,1,0
47.0,0,Travel_Rarely,359,Research & Development,2,4,Medical,1443,1.0,Female,82,3,4,Research Director,3.0,Married,17169.0,26703,3,No,19,3,2,2,26,2.0,4.0,20.0,17,5,6
24.0,0,Travel_Rarely,1476,Sales,4,1,Medical,1445,3.0,Female,42,3,2,Sales Executive,3.0,Married,4960.0,15211,1,Yes,12,3,3,2,5,3.0,3.0,5.0,4,0,3
32.0,0,Travel_Rarely,601,Sales,7,5,Marketing,1446,4.0,Male,97,3,2,Sales Executive,4.0,Married,9204.0,23343,4,No,12,3,3,1,7,3.0,2.0,4.0,3,0,3
34.0,0,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1447,4.0,Female,86,2,1,Laboratory Technician,2.0,Married,500000.0,3708,5,No,17,3,1,1,7,2.0,2.0,5.0,4,0,2
41.0,0,Travel_Rarely,1283,Research & Development,5,5,Medical,1448,2.0,Male,90,4,1,Research Scientist,3.0,Married,2127.0,5561,2,Yes,12,3,1,0,7,5.0,2.0,4.0,2,0,3
36.0,0,Non-Travel,663,Research & Development,9,4,Other,1449,3.0,Male,81,3,2,Laboratory Technician,3.0,Divorced,3975.0,23099,3,No,11,3,3,2,11,2.0,3.0,8.0,7,0,7
31.0,0,Travel_Rarely,326,Sales,8,2,Life Sciences,1453,1.0,Male,31,3,3,Sales Executive,4.0,Divorced,10793.0,8386,1,No,18,3,1,1,13,5.0,3.0,13.0,7,9,9
46.0,1,Travel_Rarely,377,Sales,9,3,Marketing,1457,1.0,Male,52,3,3,Sales Executive,4.0,Divorced,10096.0,15986,4,No,11,3,1,1,28,1.0,3.0,7.0,7,4,3
39.0,1,Non-Travel,592,Research & Development,2,3,Life Sciences,1458,1.0,Female,54,2,1,Laboratory Technician,1.0,Single,3646.0,17181,2,Yes,23,4,2,0,11,2.0,4.0,1.0,0,0,0
36.0,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1459,3.0,Female,100,4,3,Manufacturing Director,2.0,Single,4960.0,8931,1,No,11,3,1,0,10,2.0,3.0,10.0,8,4,7
45.0,0,Travel_Rarely,1038,Research & Development,20,3,Medical,1460,2.0,Male,95,1,3,Healthcare Representative,1.0,Divorced,10851.0,19863,2,Yes,18,3,2,1,24,2.0,3.0,7.0,7,0,7
31.0,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1461,4.0,Female,96,4,1,Human Resources,2.0,Single,2109.0,24609,9,No,18,3,4,0,8,3.0,3.0,3.0,2,0,2
31.0,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1464,2.0,Male,94,3,1,Laboratory Technician,4.0,Married,3722.0,21081,6,Yes,13,3,3,1,7,2.0,1.0,2.0,2,2,2
45.0,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1465,2.0,Male,55,3,3,Manufacturing Director,4.0,Married,9380.0,14720,4,Yes,18,3,4,2,10,4.0,4.0,3.0,1,1,2
48.0,0,Travel_Rarely,1221,Sales,7,3,Marketing,1466,3.0,Male,96,3,2,Sales Executive,1.0,Divorced,5486.0,24795,4,No,11,3,1,3,15,3.0,3.0,2.0,2,2,2
34.0,1,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1467,1.0,Female,52,3,1,Human Resources,3.0,Married,2742.0,3072,1,No,15,3,4,0,2,0.0,3.0,2.0,2,2,2
40.0,0,Non-Travel,218,Research & Development,8,1,Medical,1468,4.0,Male,55,2,3,Research Director,2.0,Divorced,13757.0,25178,2,No,11,3,3,1,16,5.0,3.0,9.0,8,4,8
28.0,0,Travel_Rarely,866,Sales,5,3,Medical,1469,4.0,Male,84,3,2,Sales Executive,1.0,Single,8463.0,23490,0,No,18,3,4,0,6,4.0,3.0,5.0,4,1,3
44.0,0,Non-Travel,981,Research & Development,5,3,Life Sciences,1471,3.0,Male,90,2,1,Laboratory Technician,3.0,Single,3162.0,7973,3,No,14,3,4,0,7,5.0,3.0,5.0,2,0,3
36.0,0,Travel_Rarely ,447,Research & Development,2,3,Medical,1472,4.0,Male,39,4,4,Research Director,2.0,Single,16598.0,19764,4,No,12,3,2,0,35,2.0,2.0,9.0,8,8,8
49.0,0,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1473,1.0,Male,96,3,2,Healthcare Representative,3.0,Married,6651.0,21534,2,No,14,3,2,1,20,0.0,2.0,3.0,2,1,2
40.0,0,Travel_Rarely,896,Research & Development,2,3,Medical,1474,3.0,Male,68,3,1,Research Scientist,3.0,Divorced,2345.0,8045,2,No,14,3,3,1,8,3.0,4.0,3.0,1,1,2
44.0,0,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1475,4.0,Male,49,3,1,Research Scientist,2.0,Single,4960.0,21158,1,No,13,3,3,0,6,3.0,2.0,5.0,2,1,3
33.0,0,Travel_Frequently,430,Sales,7,3,Medical,1477,4.0,Male,54,3,2,Sales Executive,1.0,Married,4373.0,17456,0,No,14,3,1,2,5,2.0,3.0,4.0,3,0,3
34.0,0,Travel_Rarely,1326,Sales,3,3,Other,1478,4.0,Male,81,1,2,Sales Executive,1.0,Single,4759.0,15891,3,No,18,3,4,0,15,2.0,3.0,5.0,9,3,12
30.0,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1479,4.0,Male,96,3,2,Sales Executive,3.0,Married,5301.0,2939,8,No,15,3,3,2,4,2.0,2.0,2.0,1,2,2
42.0,0,Travel_Frequently,748,Research & Development,9,2,Medical,1480,3.0,Female,74,3,1,Laboratory Technician,4.0,Single,3673.0,16458,1,No,13,3,3,0,12,3.0,3.0,5.0,9,5,8
44.0,0,Travel_Frequently,383,Sales,1,5,Marketing,1481,1.0,Female,79,3,2,Sales Executive,3.0,Married,4768.0,9282,7,No,12,3,3,1,11,4.0,2.0,1.0,0,0,0
30.0,0,Non-Travel,990,Research & Development,7,3,Technical Degree,1482,3.0,Male,64,3,1,Research Scientist,3.0,Divorced,4960.0,7152,1,No,13,3,2,2,1,2.0,2.0,1.0,0,0,0
57.0,0,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1483,2.0,Male,93,4,2,Research Scientist,3.0,Married,4900.0,2721,0,No,24,4,1,1,13,2.0,2.0,12.0,9,2,8
49.0,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1484,3.0,Male,35,3,3,Healthcare Representative,3.0,Divorced,10466.0,20948,3,No,14,3,2,2,29,3.0,3.0,8.0,7,0,7
34.0,0,Travel_Frequently,829,Research & Development,15,3,Medical,1485,2.0,Male,71,3,4,Research Director,1.0,Divorced,17007.0,11929,7,No,14,3,4,2,16,3.0,2.0,14.0,8,6,9
28.0,1,Travel_Frequently,1496,Sales,1,3,Technical Degree,1486,3.0,Male,92,3,1,Sales Representative,3.0,Married,2909.0,15747,3,No,15,3,4,1,5,3.0,4.0,3.0,2,1,2
